movie_id,title,genres,movie_idx
158,Casper (1995),Adventure|Children,527
159,Clockers (1995),Crime|Drama|Mystery,528
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,529
161,Crimson Tide (1995),Drama|Thriller|War,530
162,Crumb (1994),Documentary,299
163,Desperado (1995),Action|Romance|Western,10
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,3606
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,531
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,5290
168,First Knight (1995),Action|Drama|Romance,532
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,5287
170,Hackers (1995),Action|Adventure|Crime|Thriller,533
171,Jeffrey (1995),Comedy|Drama,300
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1026
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1404
174,Jury Duty (1995),Comedy,534
175,Kids (1995),Drama,2069
176,Living in Oblivion (1995),Comedy,301
177,Lord of Illusions (1995),Horror,535
178,Love & Human Remains (1993),Comedy|Drama,5554
179,Mad Love (1995),Drama|Romance,536
180,Mallrats (1995),Comedy|Romance,537
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,538
183,Mute Witness (1994),Comedy|Horror|Thriller,6916
184,Nadja (1994),Drama,9351
185,"Net, The (1995)",Action|Crime|Thriller,539
186,Nine Months (1995),Comedy|Romance,540
187,Party Girl (1995),Comedy,828
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,4876
189,Reckless (1995),Comedy|Fantasy,541
190,Safe (1995),Thriller,302
191,"Scarlet Letter, The (1995)",Drama|Romance,542
193,Showgirls (1995),Drama,1023
194,Smoke (1995),Comedy|Drama,2422
195,Something to Talk About (1995),Comedy|Drama|Romance,543
196,Species (1995),Horror|Sci-Fi,544
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,3000
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,2505
201,Three Wishes (1995),Drama|Fantasy,545
202,Total Eclipse (1995),Drama|Romance,9426
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,2423
204,Under Siege 2: Dark Territory (1995),Action,546
205,Unstrung Heroes (1995),Comedy|Drama,547
206,Unzipped (1995),Documentary,7247
207,"Walk in the Clouds, A (1995)",Drama|Romance,548
208,Waterworld (1995),Action|Adventure|Sci-Fi,549
209,White Man's Burden (1995),Drama,550
210,Wild Bill (1995),Western,551
211,"Browning Version, The (1994)",Drama,2165
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,552
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,4257
214,Before the Rain (Pred dozhdot) (1994),Drama|War,3681
215,Before Sunrise (1995),Drama|Romance,303
216,Billy Madison (1995),Comedy,11
217,"Babysitter, The (1995)",Drama|Thriller,553
218,Boys on the Side (1995),Comedy|Drama,554
219,"Cure, The (1995)",Drama,555
220,Castle Freak (1995),Horror,9412
222,Circle of Friends (1995),Drama|Romance,304
223,Clerks (1994),Comedy,12
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,556
225,Disclosure (1994),Drama|Thriller,557
227,Drop Zone (1994),Action|Thriller,2545
228,Destiny Turns on the Radio (1995),Comedy,2506
229,Death and the Maiden (1994),Drama|Thriller,5555
230,Dolores Claiborne (1995),Drama|Thriller,558
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,13
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,305
233,Exotica (1994),Drama,4180
234,Exit to Eden (1994),Comedy,559
235,Ed Wood (1994),Comedy|Drama,14
236,French Kiss (1995),Action|Comedy|Romance,560
237,Forget Paris (1995),Comedy|Romance,561
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,2139
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,562
240,Hideaway (1995),Thriller,563
241,Fluke (1995),Children|Drama,9554
242,Farinelli: il castrato (1994),Drama|Musical,5104
243,Gordy (1995),Children|Comedy|Fantasy,564
246,Hoop Dreams (1994),Documentary,2424
247,Heavenly Creatures (1994),Crime|Drama,306
248,Houseguest (1994),Comedy,565
249,Immortal Beloved (1994),Drama|Romance,2432
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,566
251,"Hunted, The (1995)",Action,567
252,I.Q. (1994),Comedy|Romance,568
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,465
254,Jefferson in Paris (1995),Drama,569
255,"Jerky Boys, The (1995)",Comedy,3217
256,Junior (1994),Comedy|Sci-Fi,570
257,Just Cause (1995),Mystery|Thriller,571
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,572
259,Kiss of Death (1995),Crime|Drama|Thriller,2652
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,15
261,Little Women (1994),Drama,466
262,"Little Princess, A (1995)",Children|Drama,573
263,Ladybird Ladybird (1994),Drama,9427
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,307
266,Legends of the Fall (1994),Drama|Romance|War|Western,467
267,Major Payne (1995),Comedy,574
269,My Crazy Life (Mi vida loca) (1993),Drama,5556
270,Love Affair (1994),Drama|Romance,575
271,Losing Isaiah (1995),Drama,576
272,"Madness of King George, The (1994)",Comedy|Drama,2070
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,577
274,Man of the House (1995),Comedy,578
275,Mixed Nuts (1994),Comedy,5692
276,Milk Money (1994),Comedy|Romance,579
277,Miracle on 34th Street (1994),Drama,580
278,Miami Rhapsody (1995),Comedy,6482
279,My Family (1995),Drama,581
280,Murder in the First (1995),Drama|Thriller,3051
281,Nobody's Fool (1994),Comedy|Drama|Romance,582
282,Nell (1994),Drama,583
283,New Jersey Drive (1995),Crime|Drama,4484
284,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,8919
285,Beyond Bedlam (1993),Drama|Horror,9413
287,Nina Takes a Lover (1994),Comedy|Romance,3682
288,Natural Born Killers (1994),Action|Crime|Thriller,584
289,Only You (1994),Comedy|Romance,585
290,Once Were Warriors (1994),Crime|Drama,468
291,Poison Ivy II (1996),Drama|Thriller,586
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,587
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,588
294,"Perez Family, The (1995)",Comedy|Romance,6160
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1405
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,16
298,Pushing Hands (Tui shou) (1992),Drama,6308
299,Priest (1994),Drama,3683
300,Quiz Show (1994),Drama,469
301,Picture Bride (Bijo photo) (1994),Drama|Romance,9352
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,589
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,590
304,Roommates (1995),Comedy|Drama,591
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,1004
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,2507
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,2433
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,2434
310,Rent-a-Kid (1995),Comedy,592
311,Relative Fear (1994),Horror|Thriller,9414
312,Stuart Saves His Family (1995),Comedy,593
313,"Swan Princess, The (1994)",Animation|Children,594
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,595
315,"Specialist, The (1994)",Action|Drama|Thriller,596
316,Stargate (1994),Action|Adventure|Sci-Fi,17
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,597
318,"Shawshank Redemption, The (1994)",Crime|Drama,232
319,Shallow Grave (1994),Comedy|Drama|Thriller,308
320,Suture (1993),Film-Noir|Thriller,9353
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,3684
322,Swimming with Sharks (1995),Comedy|Drama,2435
324,"Sum of Us, The (1994)",Comedy|Drama,3685
325,National Lampoon's Senior Trip (1995),Comedy,1406
326,To Live (Huozhe) (1994),Drama,3686
327,Tank Girl (1995),Action|Comedy|Sci-Fi,598
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1407
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,599
330,Tales from the Hood (1995),Action|Crime|Horror,600
331,Tom & Viv (1994),Drama,3687
332,Village of the Damned (1995),Horror|Sci-Fi,601
333,Tommy Boy (1995),Comedy,18
334,Vanya on 42nd Street (1994),Drama,2071
335,Underneath (1995),Mystery|Thriller,7089
336,"Walking Dead, The (1995)",Drama|War,602
337,What's Eating Gilbert Grape (1993),Drama,603
338,Virtuosity (1995),Action|Sci-Fi|Thriller,1408
339,While You Were Sleeping (1995),Comedy|Romance,604
340,"War, The (1994)",Adventure|Drama|War,605
341,Double Happiness (1994),Drama,6447
342,Muriel's Wedding (1994),Comedy,309
343,"Baby-Sitters Club, The (1995)",Children,606
344,Ace Ventura: Pet Detective (1994),Comedy,470
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,310
346,Backbeat (1993),Drama|Musical,4485
347,Bitter Moon (1992),Drama|Film-Noir|Romance,607
348,Bullets Over Broadway (1994),Comedy,311
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,19
350,"Client, The (1994)",Drama|Mystery|Thriller,608
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,312
352,Crooklyn (1994),Comedy|Drama,609
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,610
354,Cobb (1994),Drama,611
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,612
356,Forrest Gump (1994),Comedy|Drama|Romance|War,20
357,Four Weddings and a Funeral (1994),Comedy|Romance,313
358,Higher Learning (1995),Drama,613
359,I Like It Like That (1994),Comedy|Drama|Romance,614
360,I Love Trouble (1994),Action|Comedy,615
361,It Could Happen to You (1994),Comedy|Drama|Romance,616
362,"Jungle Book, The (1994)",Adventure|Children|Romance,21
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,7248
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,471
365,Little Buddha (1993),Drama,3167
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,617
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,22
368,Maverick (1994),Adventure|Comedy|Western,314
369,Mrs. Parker and the Vicious Circle (1994),Drama,3688
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,618
371,"Paper, The (1994)",Comedy|Drama,619
372,Reality Bites (1994),Comedy|Drama|Romance,1409
373,Red Rock West (1992),Thriller,4892
374,Richie Rich (1994),Children|Comedy,620
376,"River Wild, The (1994)",Action|Thriller,972
377,Speed (1994),Action|Romance|Thriller,621
378,Speechless (1994),Comedy|Romance,622
379,Timecop (1994),Action|Sci-Fi|Thriller,1410
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,472
381,When a Man Loves a Woman (1994),Drama|Romance,623
382,Wolf (1994),Drama|Horror|Romance|Thriller,624
383,Wyatt Earp (1994),Western,625
384,Bad Company (1995),Action|Crime|Drama,4052
385,"Man of No Importance, A (1994)",Drama,2436
386,S.F.W. (1994),Drama,7422
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,2892
388,Boys Life (1995),Drama,6166
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,7412
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,4839
391,Jason's Lyric (1994),Crime|Drama,2710
393,Street Fighter (1994),Action|Adventure|Fantasy,4860
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action|Fantasy,626
406,Federal Hill (1994),Drama,3689
407,In the Mouth of Madness (1995),Horror|Thriller,1411
408,8 Seconds (1994),Drama,2546
409,Above the Rim (1994),Crime|Drama,6588
410,Addams Family Values (1993),Children|Comedy|Fantasy,473
412,"Age of Innocence, The (1993)",Drama,627
413,Airheads (1994),Comedy,2547
414,"Air Up There, The (1994)",Comedy,1412
415,Another Stakeout (1993),Comedy|Thriller,628
416,Bad Girls (1994),Western,629
417,Barcelona (1994),Comedy|Romance,315
418,Being Human (1993),Drama,2548
419,"Beverly Hillbillies, The (1993)",Comedy,630
420,Beverly Hills Cop III (1994),Action|Comedy|Crime|Thriller,1413
421,Black Beauty (1994),Adventure|Children|Drama,2140
422,Blink (1994),Thriller,1414
423,Blown Away (1994),Action|Thriller,23
424,Blue Chips (1994),Drama,2549
425,Blue Sky (1994),Drama|Romance,5047
426,Body Snatchers (1993),Horror|Sci-Fi|Thriller,631
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,1415
428,"Bronx Tale, A (1993)",Drama,2166
429,Cabin Boy (1994),Comedy,5693
430,Calendar Girl (1993),Comedy|Drama,8888
431,Carlito's Way (1993),Crime|Drama,1155
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,632
433,Clean Slate (1994),Comedy,2550
434,Cliffhanger (1993),Action|Adventure|Thriller,633
435,Coneheads (1993),Comedy|Sci-Fi,634
436,Color of Night (1994),Drama|Thriller,2551
437,Cops and Robbersons (1994),Comedy,635
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,5694
440,Dave (1993),Comedy|Romance,636
441,Dazed and Confused (1993),Comedy,24
442,Demolition Man (1993),Action|Adventure|Sci-Fi,1156
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,5695
445,Fatal Instinct (1993),Comedy,637
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,2437
448,Fearless (1993),Drama,1024
449,Fear of a Black Hat (1994),Comedy,8587
450,With Honors (1994),Comedy|Drama,316
451,Flesh and Bone (1993),Drama|Mystery|Romance,8146
452,Widows' Peak (1994),Drama,2438
453,For Love or Money (1993),Comedy|Romance,5288
454,"Firm, The (1993)",Drama|Thriller,638
455,Free Willy (1993),Adventure|Children|Drama,639
456,Fresh (1994),Crime|Drama|Thriller,2167
457,"Fugitive, The (1993)",Thriller,25
458,Geronimo: An American Legend (1993),Drama|Western,640
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,2552
460,Getting Even with Dad (1994),Comedy,641
461,Go Fish (1994),Drama|Romance,5597
464,Hard Target (1993),Action|Adventure|Crime|Thriller,4053
466,Hot Shots! Part Deux (1993),Action|Comedy|War,642
467,Live Nude Girls (1995),Comedy,8580
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,643
469,"House of the Spirits, The (1993)",Drama|Romance,644
470,House Party 3 (1994),Comedy,6483
471,"Hudsucker Proxy, The (1994)",Comedy,2425
472,I'll Do Anything (1994),Comedy|Drama,645
473,In the Army Now (1994),Comedy|War,3001
474,In the Line of Fire (1993),Action|Thriller,474
475,In the Name of the Father (1993),Drama,317
476,"Inkwell, The (1994)",Comedy|Drama,6173
477,What's Love Got to Do with It? (1993),Drama|Musical,646
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,8990
479,Judgment Night (1993),Action|Crime|Thriller,2893
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,26
481,Kalifornia (1993),Drama|Thriller,2168
482,Killing Zoe (1994),Crime|Drama|Thriller,2894
484,Lassie (1994),Adventure|Children,2653
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,647
486,Life with Mikey (1993),Comedy,1416
487,Lightning Jack (1994),Comedy|Western,4694
488,M. Butterfly (1993),Drama|Romance,8153
489,Made in America (1993),Comedy,648
490,Malice (1993),Thriller,649
491,"Man Without a Face, The (1993)",Drama,650
492,Manhattan Murder Mystery (1993),Comedy|Mystery,318
493,Menace II Society (1993),Action|Crime|Drama,651
494,Executive Decision (1996),Action|Adventure|Thriller,652
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,9354
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,5557
497,Much Ado About Nothing (1993),Comedy|Romance,653
499,Mr. Wonderful (1993),Comedy|Romance,6484
500,Mrs. Doubtfire (1993),Comedy|Drama,27
501,Naked (1993),Drama,4742
502,"Next Karate Kid, The (1994)",Action|Children|Romance,654
504,No Escape (1994),Action|Drama|Sci-Fi,5696
505,North (1994),Comedy,655
506,Orlando (1992),Drama|Fantasy|Romance,9355
507,"Perfect World, A (1993)",Crime|Drama|Thriller,2169
508,Philadelphia (1993),Drama,656
509,"Piano, The (1993)",Drama|Romance,319
510,Poetic Justice (1993),Drama,657
511,"Program, The (1993)",Action|Drama,973
512,"Puppet Masters, The (1994)",Horror|Sci-Fi,1417
513,Radioland Murders (1994),Comedy|Mystery|Romance,1418
514,"Ref, The (1994)",Comedy,2508
515,"Remains of the Day, The (1993)",Drama|Romance,475
516,Renaissance Man (1994),Comedy|Drama,658
517,Rising Sun (1993),Action|Drama|Mystery,5697
518,"Road to Wellville, The (1994)",Comedy,3002
519,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller,2654
520,Robin Hood: Men in Tights (1993),Comedy,659
521,Romeo Is Bleeding (1993),Crime|Thriller,6989
522,Romper Stomper (1992),Action|Drama,2895
523,Ruby in Paradise (1993),Drama,3218
524,Rudy (1993),Drama,660
526,"Savage Nights (Nuits fauves, Les) (1992)",Drama,9356
527,Schindler's List (1993),Drama|War,28
528,"Scout, The (1994)",Comedy|Drama,4486
529,Searching for Bobby Fischer (1993),Drama,974
531,"Secret Garden, The (1993)",Children|Drama,476
532,Serial Mom (1994),Comedy|Crime|Horror,661
533,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery,4054
534,Shadowlands (1993),Drama|Romance,477
535,Short Cuts (1993),Drama,3219
536,"Simple Twist of Fate, A (1994)",Drama,662
537,Sirens (1994),Drama,663
538,Six Degrees of Separation (1993),Drama,320
539,Sleepless in Seattle (1993),Comedy|Drama|Romance,321
540,Sliver (1993),Thriller,664
541,Blade Runner (1982),Action|Sci-Fi|Thriller,1094
542,Son in Law (1993),Comedy|Drama|Romance,665
543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller,29
544,Striking Distance (1993),Action|Crime,2486
546,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,666
547,Surviving the Game (1994),Action|Adventure|Thriller,6015
548,Terminal Velocity (1994),Action|Mystery|Thriller,667
549,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical,7413
550,Threesome (1994),Comedy|Romance,2553
551,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical,1419
552,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance,30
553,Tombstone (1993),Action|Drama|Western,31
555,True Romance (1993),Crime|Thriller,1157
556,"War Room, The (1993)",Documentary,6309
558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy,1420
562,Welcome to the Dollhouse (1995),Comedy|Drama,2439
563,Germinal (1993),Drama|Romance,9428
564,Chasers (1994),Comedy,5698
567,Kika (1993),Comedy|Drama,4840
568,Bhaji on the Beach (1993),Comedy|Drama,7710
569,Little Big League (1994),Comedy|Drama,668
573,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama,9429
574,Spanking the Monkey (1994),Comedy|Drama,5598
575,"Little Rascals, The (1994)",Children|Comedy,669
577,Andre (1994),Adventure|Children|Drama,5993
579,"Escort, The (Scorta, La) (1993)",Crime|Thriller,9430
580,Princess Caraboo (1994),Drama,2440
581,"Celluloid Closet, The (1995)",Documentary,4039
583,Dear Diary (Caro Diario) (1994),Comedy|Drama,9431
585,"Brady Bunch Movie, The (1995)",Comedy,2500
586,Home Alone (1990),Children|Comedy,827
587,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller,670
588,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,322
589,Terminator 2: Judgment Day (1991),Action|Sci-Fi,478
590,Dances with Wolves (1990),Adventure|Drama|Western,32
592,Batman (1989),Action|Crime|Thriller,33
593,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,34
594,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,479
595,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,323
596,Pinocchio (1940),Animation|Children|Fantasy|Musical,35
597,Pretty Woman (1990),Comedy|Romance,480
599,"Wild Bunch, The (1969)",Adventure|Western,324
600,Love and a .45 (1994),Action|Comedy|Crime,5291
602,"Great Day in Harlem, A (1994)",Documentary,9357
605,One Fine Day (1996),Drama|Romance,2412
